,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
871,57.9559921283,79.9242849477,71.7227461154,76.4612161534,51.8384859295,55.0043662271,72.1266808159,78.2551510745,80.2153468689,81.3478503391,84.1649334168,78.9517521766,278.891066964,237.393331642,463.85499877,718.410058304,784.971834228,566.596625275,5.51267118736,5.60334341395,6.0077776254,6.49060096454,5.57905894695,6.8694888957,5.66496052706,6.43986754231,6.67704191148,5.85185047583,6.63530390414,6.16924866352
946,42.0635872431,57.7775865286,51.8866931884,55.2188986041,37.6050392389,39.9806850418,52.2922955191,56.7672384739,58.1176533185,59.0303663758,60.9793547653,57.1759300918,204.408103452,172.447663661,336.339470344,523.483513754,575.446368226,422.042469146,4.1376697573,4.06495993814,4.36808364609,4.71834734862,4.16527693973,5.03291375215,4.22616184942,4.79628000088,4.9706704744,4.35204759474,4.81852081882,4.59585364887
1169,43.3174589355,59.569725242,53.5363400628,56.9361653592,38.7306907508,41.1673254843,53.7754802227,58.464591842,59.7929150074,60.7158854154,62.745776014,58.860006226,210.166063775,177.94807714,346.538814775,538.318024557,591.092353941,432.81304785,4.23494753833,4.17794403676,4.47569100544,4.83702044578,4.22035635566,5.10547254971,4.29537008275,4.86728260039,5.08377895487,4.41919300451,4.93872317595,4.65083408733
1283,84.3971859685,116.085013551,104.224072354,110.655910864,75.5208957431,80.4463932484,104.821820488,113.906907966,116.466230138,118.435664356,122.27312519,114.810457022,400.188465385,338.573694455,678.137108427,1033.59791893,1122.50242558,791.638632714,7.77716968973,8.08649449843,8.65672781812,9.33580570867,7.83319396984,9.82620756591,8.03707751245,9.09620074383,9.35338023877,8.28433027887,9.51662609359,8.6855818892
1310,14.3928190978,19.8034772859,17.7801719307,18.8873494956,12.8769517414,13.7125556125,17.8830897735,19.4271948106,19.8748713288,20.2035979483,20.8715022651,19.5885423753,75.58320026,60.8501306885,116.565257822,185.451779135,211.039466232,171.07457243,1.69080155241,1.37678384304,1.47363060705,1.59216450089,1.6805871014,1.78302603317,1.66844826535,1.89567201519,1.98865849694,1.70060210942,1.62339090497,1.81182918006
1334,18.7869727641,25.6760177072,23.0471509901,24.5046534098,16.6963532998,17.7724375083,23.1684220809,25.172421037,25.7561114371,26.1686069826,27.0556449175,25.3967230361,95.98869547,78.8158427086,151.526739749,238.773877761,268.435168865,210.54502456,2.07353346915,1.79736859974,1.92419582916,2.07529430648,2.06492042973,2.28669077524,2.06724186467,2.34513230249,2.44707986602,2.11320308735,2.11621110182,2.24185956301
1415,18.3689899754,25.2767942498,22.6977318164,24.1121314758,16.4301428686,17.4919261029,22.8247122109,24.7970225155,25.367298703,25.7875115368,26.6364161304,25.0039000852,94.1540355268,76.9914047217,148.214205517,234.062303761,263.269039281,207.084907134,2.02916098901,1.76101720933,1.88532959382,2.03344540812,2.02438418409,2.23286013598,2.02296841169,2.29753570843,2.40315761245,2.07303708674,2.06853371009,2.21351253649
1463,58.2486238259,80.3502206445,72.0103500254,76.9234093014,52.0260665813,55.2413620131,72.5164203432,78.6767103231,80.6447384352,81.7954988175,84.6198351701,79.3513595665,280.284588332,239.135776414,463.516920726,717.888534443,784.141358144,566.328569346,5.5055890481,5.6735768103,6.0875243146,6.59520031082,5.63618224004,6.97115036494,5.72557590284,6.5225203162,6.61473652224,5.93552074595,6.71600645682,6.24831791643
1500,47.3353887922,65.169149165,58.459375895,62.2736994684,42.3280840993,44.9659104834,58.7989828972,63.8135066505,65.4140582902,66.4567592035,68.6722448571,64.4069635553,228.270026349,193.092096378,377.229507223,586.831695297,642.9410578,468.267552712,4.53797904968,4.51411104948,4.83479151312,5.21876957015,4.55907599345,5.54943216016,4.6440506263,5.26346429955,5.43805003977,4.78167105641,5.32104551757,5.02985559946
1642,69.3948522205,96.1258937915,86.1059844864,92.1754810199,62.1701077239,65.5676283534,86.1999439116,93.8269719452,96.5829475316,98.0059552684,101.458111001,95.0287362544,334.199071502,285.775985804,561.082505231,864.22674905,944.842625568,674.858262163,6.64420322208,6.82567988583,7.30600744119,7.94019728688,6.71846916986,8.35675410571,6.81645180356,7.74469765457,8.06251317056,7.06577378206,8.1259576461,7.4511023026
1697,93.710863661,130.145179783,116.314505766,124.761132506,83.5999174952,88.3837501276,116.866172927,126.900985187,130.612994311,132.071665061,137.168409259,128.54493293,436.87273276,373.255901483,739.235098922,1146.13916407,1245.70887683,881.570225255,8.70096304754,9.0557051809,9.75377407107,10.7772098177,8.8442154036,11.2342066864,8.92063423923,10.189731905,10.6276711113,9.23132121051,10.8299186613,9.76575358988
1700,91.387819746,126.607607198,113.477840723,121.146935242,81.6533175532,86.3687414952,113.584707461,123.30232135,126.54153028,128.300374244,133.613322392,124.864847245,435.642343086,373.069030325,731.672369341,1130.65357297,1229.90442134,870.651824008,8.48141886939,8.83657253514,9.50362098766,10.3362427263,8.59228412864,10.8552197403,8.71838096965,9.9812171566,10.3486697177,9.11337223694,10.6049134572,9.50177772392
1790,69.329011294,95.356859461,85.6118339323,90.9034388592,62.0374754127,66.0796609491,86.10571417,93.5633298129,95.6725300225,97.2858376107,100.443890143,94.3090129754,331.801676888,283.336536829,552.137862478,853.499896013,933.233920284,668.610532915,6.4672569785,6.64117486128,7.10999876997,7.66868427638,6.50832975392,8.09499185697,6.66489877132,7.54536148509,7.76769436173,6.8665465008,7.81755258524,7.20557660315
1800,65.0687816407,89.4959131994,80.3478235789,85.3219909285,58.2251204719,62.0147073445,80.8133281991,87.8082300922,89.7940444348,91.304146291,94.2729493405,88.5115205206,309.746846855,265.263907836,517.53124379,803.815111264,884.940113272,630.540278751,6.09677454893,6.23188794285,6.6722821304,7.19740710409,6.13355594965,7.60554983422,6.27616262072,7.10657228491,7.31955391565,6.46532874182,7.33735609494,6.78697572341
1953,24.2684073581,33.4154040785,29.9827212167,31.8804794923,21.711985786,23.1185631213,30.1623466142,32.7677003729,33.5086536132,34.0565119868,35.1774806421,33.0325922783,121.665449359,100.969300123,195.068828188,305.53691197,340.355308754,260.308535105,2.55312210673,2.32619111701,2.49042213211,2.68615637747,2.5500567738,2.92093900474,2.56911152721,2.91289262573,3.02817258252,2.63223753914,2.73888088529,2.78390878504
2129,64.3448188269,88.5015815342,79.4572034683,84.3684539762,57.5774097747,61.3291488446,79.9156055886,86.8367711899,88.7945855931,90.2917441436,93.2234449536,87.52912318,307.256557775,261.070101188,511.912494557,793.717142315,867.256347361,622.662796236,6.03424332067,6.16385739992,6.59900963668,7.11754517269,6.07047342077,7.52264608003,6.21182150018,7.0329304866,7.24340905114,6.39813565522,7.25577194596,6.71650685127
2156,33.8620926509,46.6884241139,41.8786679702,44.5103683646,30.2906317948,32.189587844,42.1161724056,45.7551087423,46.8574052951,47.6034774106,49.1720670537,46.1483067862,165.723945719,138.82572372,271.351866678,423.237233268,467.727364363,347.076360479,3.36855824335,3.2310185113,3.45089210347,3.73433731985,3.37990995279,4.00743906943,3.40519355383,3.87900367527,4.03592516219,3.51195407035,3.8131398745,3.71202378458
2233,76.4850131163,105.657429297,94.6808872307,101.260748971,68.4369526469,72.4675911558,95.2543786158,103.282709156,106.09992076,107.63454581,111.482598637,104.395694737,356.709023718,302.9464317,596.763739233,921.484566442,1005.26409913,718.649744436,7.04973150249,7.29935563826,7.87227328053,8.57167772451,7.16784059084,9.01136226754,7.26512770705,8.28683768398,8.65270154294,7.59478387492,8.75679088337,7.99073700617
2242,67.91819152,93.9509856612,84.0972948172,89.7100754983,60.732550554,64.5325511599,84.5324119871,91.7944489887,94.0480551173,95.564660642,98.9066035801,92.7366236823,321.570838174,274.539864859,538.396820518,833.329145756,912.830750211,652.645965353,6.34326652003,6.4969754973,6.96665190271,7.53274258668,6.42195176001,7.99957759776,6.49960217706,7.38757190615,7.6672405122,6.71885793831,7.73610905918,7.08844654016
2365,45.3529724988,62.3349653163,55.964072038,59.6061247894,40.5263762363,43.0975610452,56.2840883268,61.0528778719,62.582501287,63.6043011714,65.6362677688,61.5785161491,220.137407716,186.226815205,363.007800449,564.234785442,619.26709045,451.834474006,4.37724723936,4.33642670599,4.64324761323,5.009487122,4.39497678968,5.33328548827,4.47670063822,5.07175910205,5.23849979171,4.60567638007,5.1073115095,4.84513995765
2378,37.2624921584,51.5873284985,46.292299471,48.9927947201,33.1753883074,35.4061625868,46.4843330756,50.3966471174,51.7635260641,52.5334158329,54.1276676264,50.8444406039,183.843138814,152.544936714,299.581345158,466.509486563,510.44273514,378.541446105,3.69554425344,3.58559776502,3.83858215827,4.14000107701,3.70524357701,4.43076934649,3.76465263015,4.26485101779,4.41109084008,3.86795720186,4.2207495787,4.07420525362
2470,53.4528703925,73.5891808859,66.0321420339,70.4174585587,47.8091176094,50.773959075,66.4404068078,72.0810726012,73.8817935157,74.9863823077,77.5653782983,72.7347505387,256.142532271,217.259652292,424.433105982,658.405971775,721.061188007,522.451653813,5.06622180715,5.10762108492,5.46101988942,5.93228470133,5.09845204431,6.27830378846,5.15814532732,5.86877862856,6.1288270929,5.40389144678,6.01105476195,5.69092006963
2557,53.0192120295,72.9915121183,65.5444010649,69.8213354793,47.3726400183,50.2930280932,66.0110928233,71.5845217153,73.2370950523,74.4245803906,77.0670050335,72.1411770254,256.622933519,217.913884186,425.001397577,658.097379786,722.523773063,521.91860053,5.05257697173,5.08087105143,5.44022805186,5.86911460316,5.07791372812,6.22597436423,5.18332825586,5.87098978416,6.05621243916,5.33621184839,5.98354428231,5.6080050637
2814,56.8451124302,78.3460928868,70.3290861183,74.9173566057,50.8634382876,54.0733676632,70.7094687619,76.7784065544,78.6417249014,79.8926764251,82.5788837042,77.4528700623,271.56020627,230.171448476,450.530098934,699.051491354,763.951351291,552.024767052,5.37147858707,5.42028949299,5.84268902864,6.30540415277,5.43083414271,6.70392138909,5.51166753185,6.25994808158,6.48824382575,5.70406731401,6.44359869388,6.01382566768
2859,10.8159091186,14.8774342715,13.3615112458,14.1928938318,9.67671742321,10.306428756,13.4358615678,14.594082578,14.9282322067,15.1769894094,15.6773513658,14.7140154581,59.2181630604,46.6378858668,88.4193144946,141.99327938,164.162701743,138.94238657,1.38436554723,1.03853945584,1.11161747578,1.19963072876,1.36833960078,1.37704852393,1.34606822969,1.53074789452,1.61448313419,1.36878982922,1.22339102467,1.46482580038
2925,69.4673219109,95.5469372986,85.7813252284,91.0880106501,62.1610925754,66.2087624314,86.2771180935,93.7473685156,95.8642831194,97.4785731297,100.645306359,94.4963499443,331.639686872,282.728798512,553.973628397,857.242158922,935.659942851,669.302011263,6.47909515048,6.65370002895,7.12365478428,7.68388984305,6.52020314011,8.1107619755,6.67664812996,7.55916225404,7.7822874158,6.87911177795,7.83316719754,7.21884925166
2953,36.3408945088,50.013521971,44.95741104,47.801707689,32.5041039958,34.5965868385,45.165196078,49.0553790328,50.2435006208,51.0473321615,52.7641856509,49.5005604295,178.283939397,149.99175583,291.834053965,454.610160972,501.077891431,370.874045671,3.62089286198,3.49556985606,3.76057015799,4.06124124548,3.64047151843,4.35158016462,3.67777060568,4.18176177937,4.33868258904,3.79700422814,4.14694893861,4.00337136596
2986,42.964314206,59.0939821368,53.0550920893,56.3366885734,38.445810535,40.9505812194,53.3623532978,57.9816013065,59.2911253733,60.2893473444,62.2503380842,58.4447170177,208.502617399,176.027369975,343.5392188,533.977510257,586.969719666,429.574394692,4.17617340585,4.1151815761,4.40583927668,4.75233355537,4.19136679288,5.06652172244,4.26714133641,4.83370713857,4.99364937578,4.38793545276,4.84498929061,4.61738032508
3009,62.5713398231,86.0622339977,77.2613385269,82.0581637569,55.9900049054,59.6268993343,77.7124949553,84.4324012226,86.3526171807,87.7979055751,90.6597600807,85.1133892017,301.194877577,255.990224299,501.603996912,777.205969701,849.391384539,610.765706053,5.87901882454,5.99044194233,6.41445619174,6.92075759991,5.91313151773,7.31818763677,6.04653418077,6.84829128392,7.05686710733,6.22928447318,7.05572381902,6.54075597037
3036,54.1365058735,74.5475612427,66.8785101305,71.2691307039,48.4281060622,51.4546499686,67.3274915215,73.0494531422,74.8916497939,76.0686565805,78.5728693484,73.6882293887,259.981321694,220.915217547,431.173147361,669.001685631,731.723798961,529.538370091,5.13701116611,5.17089363436,5.52432838361,6.01581544634,5.18293767109,6.35469208578,5.25833646167,5.90482563766,6.16141645124,5.44308572907,6.11783505582,5.71808344982
3367,54.2113184802,74.5944193398,67.0231145063,71.3495223481,48.4593452364,51.4817225016,67.351885403,73.130391794,74.8414625785,76.066296783,78.6358580872,73.8050201984,257.385560685,219.207174538,429.283053892,666.348299144,729.519188126,524.509033077,5.17425030688,5.22110544078,5.59894239716,6.0527548232,5.19006122308,6.40642080243,5.28588663391,6.04507171257,6.23495895376,5.4621839943,6.1799229061,5.76419206766
3456,37.1473176732,51.2342256619,45.9440284147,48.86622159,33.2053312233,35.3230898869,46.2371461361,50.2616494027,51.5039042177,52.327877536,54.0274657706,50.6772875772,182.33682395,153.629622925,299.080162899,465.728277059,512.700509874,378.681149318,3.71493932124,3.59392910138,3.85732258985,4.17261504169,3.723453052,4.46133551949,3.77734925051,4.28532990569,4.44244052213,3.88973527418,4.24657755202,4.10102585285
3482,50.4729116282,69.5262153337,62.3608848128,66.4291699357,45.1362108993,47.9662436801,62.7408171318,68.1005098566,69.7859457741,70.8585394337,73.2569620764,68.7215858159,243.000821025,205.782872674,402.054752694,624.388909415,684.919164881,497.198810368,4.85724402926,4.86173670234,5.21009053618,5.6482782916,4.8836118242,5.9857949386,4.97080249933,5.65046024176,5.84566423478,5.1322237778,5.75689247478,5.40918320414
3577,23.6764660696,32.6078528772,29.2644611552,31.1148092489,21.1807428178,22.5437059557,29.4416203627,31.9790199218,32.7173441719,33.2704800549,34.364665729,32.2494973199,118.982803937,98.3926695871,190.218574731,298.596267279,333.216882696,255.175761976,2.51141257265,2.28321538359,2.44676048117,2.64071365001,2.51069620817,2.87242066881,2.52939624459,2.86558855902,2.98761688507,2.58752799293,2.69223726267,2.73953169188
3649,66.9720280021,92.9851255498,83.4448710111,88.6448074362,59.7261388052,63.4137010847,84.0470540705,91.2641567994,93.6420975937,94.5940073705,97.8357119155,92.0941464085,322.247152931,275.665219622,537.021427384,829.835773475,905.415485183,647.849632359,6.31268239227,6.47136062786,6.92828738497,7.47309479553,6.35260106068,7.89157816685,6.50344045281,7.36296220786,7.58168787268,6.70012097275,7.61825566964,7.03199453631
3723,52.211559074,71.9533734002,64.5111195452,68.710827905,46.6869701314,49.6178530477,64.9665177592,70.4681364314,72.1500079412,73.2910545559,75.8466536388,71.1079594718,249.395734052,212.005418094,413.836992569,643.38141618,703.804877756,510.308212221,5.00479050249,5.00796318362,5.37674825449,5.80560167483,5.03528363105,6.1780845916,5.122516634,5.8138540459,6.01906446333,5.30241366274,5.94494129535,5.55410728532
3778,30.263244425,41.6245822426,37.3715392859,39.6828278945,27.0807114355,28.8460236541,37.5885785856,40.8413956094,41.7641810923,42.4670578347,43.8503052347,41.1676081774,149.610380588,124.953833339,242.787503009,379.178238993,420.098868839,314.981594947,3.06270224299,2.90216337498,3.10316529981,3.35168691448,3.07335266318,3.60873840012,3.09209854238,3.52366825506,3.65469303687,3.1886887277,3.42289356156,3.37884362844
3829,29.2744455792,40.264467606,36.1509999284,38.3852049805,26.1959712572,27.9044749178,36.3605241931,39.5077748882,40.3991883281,41.0798564515,42.4173435006,39.8227081441,144.554669733,120.791254491,234.727177265,366.69212064,406.386531795,305.31538944,2.98668526591,2.8041473328,3.0021353649,3.2380915381,2.98851078967,3.49408196791,3.02277980923,3.42603223605,3.55319555258,3.10127243867,3.30146671365,3.27370427216
3893,42.8995778628,59.0068690795,52.9760454924,56.2568390814,38.38742886,40.8859977737,53.2829592548,57.8940082138,59.204357693,60.1992145525,62.1594783364,58.3579121291,208.713005613,176.015489538,343.494211657,533.538337259,586.275045608,429.732556,4.17841891781,4.12854236357,4.40517203539,4.76959683925,4.20479867565,5.08216828222,4.26961017619,4.8500652124,5.02075166152,4.39118674609,4.8636670924,4.63100806171
3967,47.6472958376,65.6319998616,58.9643224167,62.6129697231,42.6176685811,45.2939011463,59.2309769816,64.3047993838,65.8957769366,66.9277774444,69.1581957532,64.9054707739,228.77476915,193.609855926,377.584059476,586.579133837,645.07452804,470.080425502,4.58482303267,4.57695822373,4.8901031292,5.29625482059,4.58982753138,5.61348685476,4.68171897209,5.28758168084,5.51205237238,4.84488480926,5.40787653778,5.10326412379
4031,57.0696730731,78.4850883198,70.4937099627,75.2336408959,51.0205932686,54.1640591711,70.8935521131,76.8848783786,78.7417653707,80.0865309822,82.7232358822,77.5383667402,273.306658812,232.187555031,454.288607909,704.121147756,770.470276721,555.760847198,5.4079137315,5.47921518716,5.87701244017,6.37348452964,5.46654347873,6.70641526981,5.546664859,6.28038195774,6.51854924399,5.75526754912,6.44720516174,6.04239964824
4213,40.1686582316,55.3982497954,49.6796927098,52.8212629543,35.9402446389,38.2146523887,49.9895241811,54.2758912402,55.5666887042,56.4107249745,58.3974492338,54.8101838138,195.338776736,164.095094161,320.395790417,498.933287396,549.327607735,403.971662039,3.9492929756,3.8542128172,4.13531901994,4.47557414833,3.96856417628,4.77504255399,4.02894620144,4.57937528278,4.72995476443,4.13876007178,4.56465130676,4.36637962332
4297,55.9204558695,76.9141653166,69.0480957361,73.3385530637,50.0387803602,53.2874115776,69.45245951,75.4560144176,77.1749722005,78.4647288216,81.0248644084,76.0657648082,270.043849517,229.950805744,449.2166939,696.446525628,760.67867525,549.88257497,5.3009568685,5.35301258263,5.7320967687,6.18493294823,5.32849863425,6.55407563079,5.44144024488,6.16405889069,6.35701037186,5.60389295601,6.30574314794,5.88766264847
4298,20.4688247751,28.1531008056,25.2773852665,26.840159487,18.3165082373,19.5116631731,25.4246463638,27.623962601,28.2482299525,28.7235091618,29.6611065103,27.8444624793,104.100065956,85.4832623828,164.885140261,259.631402677,291.028243806,226.244514131,2.22147317655,1.96050442073,2.09897901097,2.26405801466,2.21467133214,2.48260068919,2.22196633195,2.52036248798,2.62668198811,2.27344453625,2.30865498022,2.40927727253
4342,32.8577205224,45.2007804397,40.5842081477,43.171706243,29.3920720909,31.2576499938,40.8135378171,44.3333120398,45.3680208309,46.1048353894,47.6294445058,44.697497291,161.004819423,134.982242718,262.087940501,408.568314645,452.624851747,337.032812111,3.2614678392,3.10230198672,3.33221857592,3.59796827338,3.27146504466,3.87772906244,3.30511536307,3.76201541537,3.91436679505,3.41419563049,3.68724441924,3.60549912446
4505,42.762432381,58.8158457498,52.8065905624,56.0687410953,38.2654327024,40.7605335727,53.1114459926,57.7109110285,59.0111534171,60.0066569602,61.9564164586,58.1702892774,205.969317788,174.296032199,344.475465709,530.049434295,583.240210763,426.119819069,4.15879549655,4.096413971,4.38553482369,4.73001278157,4.17381413249,5.04337059404,4.24945402512,4.8132795831,4.97235087445,4.36930050601,4.82214008788,4.59774532005
4767,68.7370824064,96.299861148,84.8940960502,90.1615711306,61.5049300129,66.3845753785,86.474769025,93.7884761202,96.1413401099,97.6009459782,100.839108548,94.6657137597,325.636609446,278.468306104,544.798353404,841.063184739,915.244428379,659.409955267,6.4145448446,6.58531217604,7.05103058411,7.60673313425,6.45719026956,8.02931159572,6.61074010273,7.48542324251,7.70892931496,6.81282524576,7.75456094603,7.15017482115
4874,39.0784677676,53.9180302939,48.4109339371,51.4673268699,34.9693949997,37.1883580428,48.6366359239,52.8428939392,54.0924938361,55.003118872,56.8730182199,53.3182797864,189.912841388,160.378559141,311.091371433,485.817055289,535.29972127,393.250245129,3.81455802315,3.71917997733,4.00952787908,4.33922558607,3.83454253346,4.62667204968,3.89283065539,4.41056476816,4.58310955276,4.02526908507,4.43322865834,4.24417402097
4946,53.7081613065,73.8492969329,66.1983688629,70.639241255,47.9650811665,50.9115164694,66.6287602327,72.3811749304,74.1927555465,75.3565488333,77.8161423271,72.9409698344,258.450601728,219.932270045,429.081635975,665.526070771,728.423730153,526.999200479,5.08701784817,5.13604261804,5.49155241026,5.96014736834,5.13527906991,6.31827651544,5.23575380517,5.93686962757,6.13009386304,5.39567234106,6.08139049603,5.68539311173
4957,83.7606714574,115.615615723,103.672032467,110.430900547,74.9186968178,79.5587756314,104.301920227,113.27177858,116.097837191,117.92486073,121.830397081,114.264180056,397.78435816,340.525910322,668.19653418,1031.26623082,1122.6592167,798.354323974,7.70052023047,8.04181904517,8.6409713118,9.35716972796,7.80267257149,9.84666452154,7.9987973128,9.09584190317,9.35965640292,8.3022140519,9.55355896448,8.67142515999
4998,42.986536884,59.1666461814,53.1158851882,56.4958204665,38.4282970888,40.8422890942,53.4545232243,58.0796768634,59.4665963721,60.3861557351,62.3767286758,58.498917976,207.603704735,175.041891186,341.86580947,530.18780015,580.976565083,427.54316595,4.19432764076,4.14440426001,4.44817851805,4.78513812552,4.24491929493,5.10677811102,4.28724367221,4.81284035799,5.04049051543,4.42257350446,4.89663543301,4.66289495673
5026,52.4996679858,72.2068235561,64.8338997996,68.8227045023,46.9791608592,50.0500660337,65.2035619781,70.8587089214,72.4420815713,73.6725583181,76.0561893825,71.4163454042,250.393721506,209.740932741,408.20617668,632.986876269,708.617170042,512.640049492,4.97586305909,5.06489534373,5.43345578005,5.88758749505,5.06162494186,6.1997905955,5.15879004422,5.78630174186,6.00566290434,5.23489317138,5.92202230075,5.57195172122
5218,50.7800510898,69.8222984832,62.6337136802,66.6938270031,45.4279587334,48.2200597824,63.0280827403,68.4335138487,70.0914791143,71.1855691455,73.5977900074,68.9830269187,243.675763661,207.357369302,405.204879018,629.049545197,688.803243628,498.805566541,4.83623394361,4.84272344764,5.18618216575,5.59686205364,4.86016017304,5.94245162731,4.95639834662,5.61592808828,5.7975390029,5.10357383557,5.70629249357,5.3657188248
5357,93.7698228852,129.416212681,115.842864331,123.408493256,83.6828496349,88.8455977577,116.536650388,126.219744084,129.433917741,130.757968685,135.921886094,127.752966458,418.826918845,354.016879121,706.218157105,1101.04291778,1202.43128948,849.939678951,8.4258774733,8.87192121523,9.67653882428,10.3623573782,8.59914779902,10.8312260313,8.73854713125,10.0098218464,10.3699528396,9.12891911754,10.5689371014,9.62017787327
5371,32.2497600587,45.430871857,40.7104387134,43.3770069326,28.6890144382,30.8602044633,40.6727510981,44.23463225,45.3758845656,46.1713086873,47.9797166338,45.0147749804,165.502797382,138.038539708,269.538124247,421.168357115,464.709173549,345.727232835,3.39689663723,3.25765131349,3.48143643141,3.76653073478,3.41196405502,4.03359217421,3.44466669394,3.91614028857,4.06494869047,3.5587242116,3.85402973026,3.74942721281
5439,32.9773910455,45.357697326,40.7231190796,43.2416169811,29.5093644492,31.4327363866,40.9593373639,44.5042642106,45.5095455536,46.2756193762,47.7822595106,44.8596593571,162.101829053,135.81989693,264.242849785,412.164195984,455.575483036,339.239693333,3.30838123809,3.15861132519,3.38170590506,3.64765790074,3.3138094261,3.91938424174,3.35918555004,3.80669499267,3.94282849771,3.44920476921,3.71897734967,3.63708893463
