,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
2242,99.2791839705,95.0230091928,83.644557889,86.0542659046,82.5746967946,97.8885710868,83.3812540407,96.512176987,88.4522380956,97.6101426928,95.5380074885,97.0354841408,257.834809092,356.90401199,854.054382925,943.228591061,1115.60528469,779.271280125,7.2207910147,6.83062354437,6.83257910714,7.05657591102,6.46764605407,7.67559171967,6.39481101986,7.6186395828,8.44274843245,6.61241966433,8.31812377896,5.81123814044
2470,50.6748899982,48.6007867437,43.3462838898,44.6249254121,42.233391957,50.1782213518,43.2239171373,49.7248531649,46.0884449597,50.4284672069,49.338059256,49.8300857268,137.565973086,195.333593873,464.730643916,508.173029731,599.459112975,415.043204357,3.69082927634,3.59883986207,3.60178958711,3.72741657097,3.32977459018,3.96642724086,3.45720177022,4.09225363301,4.4230782955,3.60300242288,4.36824318217,3.0785356912
2814,80.1215746175,76.1752639362,67.6868856222,70.1244162645,66.6633887432,79.1082332856,67.6791301247,78.1276131549,72.1988820204,79.2057360904,77.3022048451,78.2133665459,211.710735781,300.750123087,712.940944072,779.977725422,916.598220773,634.89919193,5.94868166752,5.60920624486,5.58369531973,5.84641001856,5.22149673622,6.12862208558,5.25375792195,6.32734574669,6.95034039486,5.5151716504,6.82822774557,4.78559545233
2829,63.8705016627,60.9348433943,54.2987259291,56.4628639185,52.8356125963,62.9787173343,53.7036508775,62.0803504836,57.3712005572,62.8152226096,61.5039443784,62.366643859,175.827383521,246.186064148,587.522527866,641.772798175,756.664584198,526.970212421,4.80031658806,4.51422979627,4.54554962666,4.74840642303,4.26684232784,5.01809181114,4.3032290325,5.10605951847,5.51880815619,4.49213288936,5.4215680755,3.90287389852
2925,69.8286598851,67.7409060148,60.483527857,61.8467157787,58.5651229629,69.4772656139,60.4791696848,69.338139277,64.5607160764,70.4217730853,69.1006624927,69.5435387688,193.671902763,271.056909629,647.280253101,706.677006715,833.63392499,580.227912643,5.2868871084,4.97134103064,5.00676311348,5.23022764778,4.69953670304,5.52649776098,4.73992063536,5.62305313544,6.07710239211,4.94767058064,5.9703411642,4.29904647276
2986,36.5331089328,35.4531221223,31.6590070945,32.3625416407,30.6449573071,36.3541620114,31.6589280519,36.2906095533,33.7930346337,36.8578476043,36.1700940151,36.398756429,100.16707193,140.591090875,336.20878241,366.699129339,433.272370867,300.299764499,2.76707428672,2.60154195746,2.62074808205,2.73788601338,2.45995220848,2.89238851796,2.48133636951,2.942725138,3.1798054536,2.58978846361,3.12424848148,2.25049919047
3224,51.3946572367,49.863672147,44.5234215096,45.5220523827,43.106793201,51.1383494631,44.5216080545,51.0404085171,47.5250014562,51.8381020185,50.8674398837,51.1918975648,141.60743371,198.498333344,474.19238635,517.586335361,610.893033614,424.459072228,3.8917494481,3.65925029509,3.68565283951,3.85024984943,3.45953652346,4.06808321567,3.48938071048,4.13905876081,4.47301567106,3.64217357488,4.39457740447,3.1647989133
3367,50.970381502,48.7559881128,43.465787905,44.7100728099,42.3767138389,50.5709164694,43.4575250993,49.9241432838,46.2525121842,50.6435939544,49.5145380866,50.0215194402,135.771652017,193.847056415,460.34642651,502.950534151,594.249493622,410.674037899,3.8034628161,3.53975713011,3.52588125664,3.65387640744,3.33876227802,4.00857532361,3.32723641091,4.04061338305,4.3531028738,3.44247393671,4.33533348973,2.99635385953
3456,43.8464184451,42.273153954,37.7325341906,38.6183064458,36.6018418679,43.5761580849,37.5321412829,43.2748156224,40.0952990303,43.801801743,42.9405353144,43.1382116533,121.07601058,170.656683787,407.045508472,445.576333861,526.187515321,363.259784717,3.37307588294,3.18241514082,3.18420207552,3.3408088612,2.98993771078,3.53018924969,3.00727754988,3.60873149223,3.90109446034,3.15842006463,3.8402550224,2.73302318699
3482,23.0715715881,22.47535856,19.9143225649,20.3806539563,19.3532445478,22.9586194495,19.9934664824,22.918518111,21.3412374638,23.2768272539,22.842420013,22.9866601521,63.1009245167,89.0108951033,212.917459279,232.290372753,274.658946297,189.539562881,1.74751176202,1.64297843746,1.65742269661,1.73251467801,1.55355983834,1.82665817863,1.56706441637,1.85845456808,2.00817656749,1.63556019879,1.97309678256,1.42127495274
3723,70.167067225,67.9691736674,60.553147062,62.8540819682,58.2199070199,69.471804319,59.3213609755,69.1471845811,64.9307618648,71.276232106,69.2034685439,69.6277318213,190.048061508,273.479006403,650.242712161,715.725565476,837.454693107,578.215388025,5.38245935875,4.98803096064,4.99444396763,5.18962703041,4.75442482695,5.64013714638,4.76298413608,5.7422780725,6.28258489208,5.04765519913,6.10360038063,4.215787653
3778,47.8142012313,46.4034321138,41.4394446625,42.3578944259,40.1105409966,47.5822273922,41.4396792682,47.5000476575,44.2309016281,48.2415217609,47.3429004751,47.6426347129,130.678591044,184.50847854,441.370309822,481.516343066,569.36816482,392.915042231,3.61502182824,3.41796637217,3.4079874115,3.58282559989,3.21862511602,3.78119015898,3.20678906034,3.81959098535,4.19588675551,3.36352973651,4.08458931715,2.90202971679
3967,54.2274618704,52.0566462671,46.4405049301,47.5618230713,45.2047167531,53.7136732888,46.4003844731,53.2795644094,49.1504365948,53.8872903676,52.8984600035,53.3188229763,146.296864692,204.281607481,481.288149498,533.863535881,633.208214214,437.29137531,4.04448135718,3.80658450808,3.78485415114,3.89452917348,3.54622411186,4.19645468481,3.51964214797,4.25135731734,4.65297803038,3.65384603383,4.61212475145,3.23590584702
4505,30.9744773728,30.058101536,26.8418950393,27.4381764079,25.9824483625,30.822848428,26.8421601872,30.7691203553,28.6517842324,31.2501320226,30.6669850952,30.8605547591,83.924952889,119.49327196,285.834323497,311.841412476,368.719604782,255.029110955,2.34608829941,2.20565512994,2.22197197973,2.32128330678,2.08569663712,2.45234103128,2.10383641742,2.49502058076,2.69602142844,2.19579434733,2.64892337251,1.90809541785
4732,48.0565652717,46.6353006248,41.6448224136,42.5703560134,40.3114075077,47.8211853857,41.6447940436,47.7375169979,44.4522820494,48.4837910238,47.5789579549,47.8794276853,131.295440353,185.399230468,443.480922155,483.833358622,572.082007818,394.788540602,3.63990476716,3.42213359117,3.44738911662,3.60146161491,3.23590815548,3.80475596346,3.26403494452,3.87098118213,4.18284424369,3.40670965867,4.10977719706,2.96036909733
4767,59.0361868029,56.859510064,50.6104320744,51.997129488,49.3718375319,58.6823800622,50.7207597203,58.1270555958,53.995695404,58.9731083855,57.7831072395,58.362664555,158.21802968,224.295964753,538.194735381,585.846068734,692.670960158,478.531190405,4.54283139321,4.17770153623,4.28512671924,4.39559759723,4.0295106697,4.75034950444,4.0570487506,4.83423202269,5.23778087331,4.24081809653,5.01803562452,3.61260921276
4957,64.4041598212,61.9162528041,55.0301600219,56.6437952542,53.7530183911,63.9044420297,54.9027206307,63.1220331072,58.7293502889,64.2595585123,62.9525995471,63.2326972601,171.392772047,251.571167022,588.596651744,642.188581134,759.260801098,523.989351106,4.83422284018,4.51949042848,4.5928250282,4.80411519531,4.26576811299,5.07020084094,4.28794585498,5.13242373301,5.62005185161,4.49060647429,5.5318941998,3.89372109224
5218,18.0079298853,17.3585514276,15.507053258,15.8651669993,15.1007679804,17.9155445116,15.5931933055,17.8778327504,16.6439341202,18.1561114741,17.7894861119,17.8329139404,48.8236684811,69.2487003742,165.653792142,180.716363875,213.514118752,147.118376508,1.35873475394,1.27739938933,1.28684363869,1.34435185801,1.20791789016,1.4202695171,1.2184145551,1.44498214728,1.56140095567,1.27167436059,1.53412746178,1.10505595035
5357,116.404957321,110.110097966,97.284718598,101.16940058,95.9914529468,114.826707241,97.5802526216,112.761113742,104.037399999,113.682916406,111.393290607,112.578589841,281.335539845,402.578342389,978.234811865,1073.98657144,1271.09014612,871.012229065,8.39054469475,7.79478517486,7.86923522345,8.21827825295,7.26284820928,8.85767138638,7.25171933909,8.75066784751,9.66237878781,7.64548156655,9.5863890655,6.57009739834
5371,50.5114882641,48.5706402707,43.2078099199,44.6324566164,41.7158954478,50.0978453103,42.1218177688,48.9845636647,45.3465595564,50.6317368231,48.6478084782,49.7670763129,150.376803544,208.58420666,501.41663028,552.536654655,648.572523757,450.130069482,4.08788605623,3.84597115353,3.87469453857,4.04967614429,3.63798587108,4.27343385527,3.67147570736,4.34906749584,4.69505466907,3.82954770231,4.61383754721,3.32974067869
5439,46.3795833963,45.0110924201,40.1949100244,41.0859091168,38.9051740788,46.153400735,40.1954414737,46.0747418261,42.9043750298,46.7948437092,45.9224932947,46.2123320206,126.712486736,177.043967661,424.572564171,466.094041181,548.674501612,379.921953157,3.51306392097,3.30277122867,3.32734039539,3.47609579615,3.12319742951,3.6721275881,3.15040459524,3.73596130512,4.03681637744,3.28801795557,3.9663748796,2.85731246527
5746,74.7440574296,72.5154419091,64.7491083306,66.2023685166,62.6898575345,74.3706434149,64.7465239435,74.227195904,69.1145681242,75.3870989912,73.9751163102,74.4476780382,205.348105587,287.097399609,688.880946816,755.22805958,890.107519932,618.51103371,5.6596260822,5.32141283552,5.35982822644,5.59915658783,5.03102115247,5.91605197709,5.07440979535,6.01924404565,6.5049445009,5.2966181917,6.39086279682,4.60237485165
5785,60.6791319086,58.8824257185,52.5804034943,53.7504841413,50.8981120536,60.3809798795,52.580447329,60.2738438526,56.1254095237,61.2159443445,60.0729107164,60.4531266483,166.029089467,234.552231557,557.626843634,610.202788924,720.019588812,497.575465764,4.59574485482,4.3208054009,4.35261511735,4.54714568115,4.08558039632,4.80387911302,4.12104937171,4.8874934929,5.28136103164,4.30121720299,5.18904832088,3.73768475885
5814,31.8397545941,30.8995824891,27.5933104741,28.205463803,26.7085647482,31.6842997748,27.5935159122,31.6298570562,29.453380735,32.1242728057,31.5252083986,31.724110035,86.9930555476,122.505226912,292.721109994,319.621238685,378.331613437,261.232801336,2.41170382576,2.26737386905,2.28418749165,2.38629459537,2.14405262982,2.52091431369,2.16271548897,2.56476301159,2.77133493022,2.25721098571,2.72295646255,1.96151263008
5817,56.6161166037,54.9401153875,49.0601940499,50.1520135365,47.4904404502,56.3380225039,49.0597071351,56.2380217822,52.3672739529,57.1170661688,56.0506373342,56.4053580994,155.479247985,218.730698352,522.217899822,570.6176108,675.628126261,466.78254021,4.28800472004,4.03152626602,4.06118577273,4.24265985773,3.81201792677,4.48221419968,3.84511449027,4.56024808916,4.92772749981,4.01322042977,4.84160187519,3.48741072596
6072,59.6219490648,57.137334847,50.7288396045,52.4815834217,49.6517108658,59.2165360473,50.7233056907,57.8883110072,53.1273797832,58.102228642,56.9287114989,58.1926141985,168.350838963,235.627900052,562.836832063,615.897951702,726.02028604,503.557289331,4.57419204347,4.30229741755,4.3331433258,4.52735273059,4.06775094267,4.78174101543,4.10354000207,4.86584492854,5.25671984332,4.28229173087,5.16480008588,3.72170831222
6139,16.53759932,16.0909323967,14.371249482,14.6872678121,13.8457986507,16.470242487,14.2396122508,16.3755824153,15.1728259641,16.6159215581,16.2580919155,16.5835177488,45.3997185435,63.9857485777,153.080392792,166.994769257,197.470529638,136.769270336,1.25600459993,1.15617092438,1.16902870957,1.22006840303,1.11673512318,1.31288088115,1.12655812407,1.33572955507,1.44310594108,1.17564521469,1.41799023108,1.01175312996
6266,67.9374162412,65.9172669864,58.8589136133,60.1770363469,56.9833999098,67.5998008145,58.8557893882,67.4722429593,62.8255525034,68.5266901598,67.2446334596,67.6732963582,187.892734842,262.141790593,626.988845359,684.09194789,808.816195276,567.765216716,5.14452649566,4.83718410588,4.87223540743,5.0898130805,4.57327201764,5.37762109985,4.6128027536,5.47143810415,5.91276148536,4.81472463407,5.80910983496,4.18370065255
6636,48.1468510058,46.1598861813,41.1049500939,42.2401785833,40.2071625657,47.7600647133,41.0298144247,47.3145864533,43.8932296963,48.0357143146,46.8955485923,47.396321704,131.916860595,185.824857381,439.417459433,483.208648644,568.550480311,396.42914645,3.64620904353,3.42831403192,3.453570532,3.60811713282,3.24184928749,3.81141039141,3.27017414262,3.87789410738,4.18994019319,3.41288530295,4.11678390283,2.96591704162
6836,24.4990232654,23.7730075628,21.2286677921,21.7014305579,20.5498452295,24.3784112301,21.2285011321,24.3349183375,22.7556714402,24.7153950009,24.2537262587,24.4071516512,66.9848434826,94.7050183294,226.03444752,246.714550255,291.553452028,201.344043656,1.85554342951,1.74455413732,1.75734185545,1.83587279194,1.64955114879,1.93959731713,1.66384480398,1.97337916089,2.1452315348,1.73662752256,2.09513884066,1.50904867031
6910,36.5020718825,35.2021986145,31.4367872167,32.2336027836,30.5418821246,36.3028602856,31.4818366746,36.1390378658,33.6171034986,36.5964447176,35.8255361272,36.1449464659,99.7207455484,140.983852491,337.439864896,367.562111682,434.02460766,299.328761706,2.77728312488,2.61099624963,2.63075018869,2.74863921786,2.46957476022,2.90304479159,2.49136835672,2.95355797679,3.1907531785,2.59983628447,3.13524933798,2.25953486561
7016,74.5954130171,72.3892665158,64.6428372565,66.0794892676,62.573054802,74.2300465014,64.6427932194,74.1001729262,69.0006936676,75.2585707199,73.8540509399,74.3204526378,203.802280605,287.784449255,688.389658443,751.026400115,888.009648871,612.80730477,5.65001260315,5.31197906446,5.35118174866,5.59033953239,5.02291214487,5.90590153331,5.06657172463,6.00869909096,6.49278599459,5.28803739054,6.37936826509,4.59520888041
7429,52.0357648208,50.4968160321,45.0931141846,46.0952841995,43.6492893074,51.7808949124,45.0930834655,51.6902985801,48.1330382517,52.4983658959,51.5186104659,51.8439598149,142.167019587,200.750734058,480.202212482,523.895928046,619.45177831,427.477984258,3.94129766376,3.70549450899,3.73284125289,3.89967132576,3.50384915793,4.11979893685,3.53430491296,4.19150776341,4.52919383889,3.68879343767,4.45007666451,3.20549480098
7510,67.0128175237,64.5420856532,57.6165870368,58.9363766488,55.9071572926,66.5002009984,57.3345261837,65.8703765991,61.1944416093,67.0038794431,65.8295635969,66.2555795847,181.684830125,259.155919516,617.283563263,675.784865112,791.575612272,546.37910788,5.08533855895,4.78825693729,4.79540903865,5.0222836137,4.51485110421,5.32084032124,4.55182215301,5.42614031984,5.88406441984,4.75874418805,5.7875493548,4.11104021365
7731,44.4976506977,43.186876449,38.5672093405,39.4197082282,37.3277462231,44.2818284258,38.5685759313,44.2085610755,41.1675100802,44.8996202585,44.0633289626,44.3403620084,120.817687002,171.003728011,408.46667381,446.367891331,526.260427284,363.434490608,3.37080809063,3.16890962937,3.19262843775,3.33541095684,2.99679123796,3.52341689503,3.02295200289,3.58463607875,3.87319957362,3.15494142457,3.80566528616,2.74170235837
7741,60.9685233339,59.1481280566,52.8133492117,53.9994461454,51.1354970025,60.6634816036,52.8121204232,60.5457735979,56.3756407893,61.4920730826,60.3397229404,60.7248303224,166.171949481,235.711161763,561.59501927,615.160753671,723.233032464,500.694165283,4.61656133678,4.34061776125,4.37189017506,4.56713462331,4.10377032727,4.82573627083,4.13913119392,4.90993192707,5.30619435429,4.32043499223,5.21311153127,3.75410021578
7769,17.1824294998,16.5840659622,14.8377825368,15.207449109,14.3934964957,17.0959915651,14.8006797088,16.9648432515,15.7461032138,17.1986876262,16.8588930546,16.997050001,47.1662640512,66.4906955008,158.639217105,173.384200241,204.879591503,141.550638541,1.27797595323,1.20107320334,1.21753161709,1.2704710707,1.13870906357,1.34251096952,1.14181210254,1.36681702245,1.47695166363,1.20036805177,1.44894167623,1.0338814301
7850,42.7795850524,41.9507159734,36.8159598061,37.7601932656,35.8844941987,42.5696622253,37.0706267686,42.4946169305,39.569680645,43.1590369204,42.3532621749,42.6210398544,117.696861221,165.050894675,394.800063348,430.725266249,509.283457186,351.455706165,3.24024043771,3.08578754451,3.06388992002,3.20716420547,2.88057463943,3.3870107319,2.90555595142,3.44601047284,3.72369277311,3.03258780112,3.65864130294,2.63530123235
7866,26.9411280186,25.984097784,23.2204262359,23.8141692293,22.5562629141,26.7691443925,23.1735049966,26.6146806169,24.6893845138,27.1038075581,26.4453876332,26.6618066213,73.3817106246,103.568003819,246.403031623,269.803122191,318.307309937,219.845791964,2.03485287571,1.91578300463,1.92518163405,2.00660385765,1.80913320399,2.12699668418,1.82495466561,2.16399361936,2.33811083038,1.90457776809,2.29736869263,1.65194426505
8317,51.6792389492,50.1508343518,44.7841562612,45.7794598538,43.3502238287,51.4261152958,44.7841257526,51.3361396893,47.8032521234,52.1386704878,51.1656279054,51.4887481057,141.192954523,199.375279489,476.912080916,520.306426613,615.207570774,424.549095609,3.91429364855,3.68010611191,3.70726548811,3.87295251566,3.47984234494,4.09157191046,3.5100894307,4.16278942009,4.49816182107,3.66351946889,4.41958672232,3.18353217908
8626,32.9949945827,32.0191732967,28.5927777436,29.228236727,27.6772729141,32.833385903,28.5927582651,32.7759403076,30.5203419577,33.2883220666,32.6670757907,32.8733742865,90.1456922417,127.292630473,304.488066121,332.19350897,392.783850491,271.056528589,2.4991099009,2.34959112586,2.36693123165,2.47271534704,2.22173123394,2.61229452611,2.24104271088,2.65776387497,2.87188487942,2.33900126022,2.82171802305,2.03254980411
9052,51.596165865,50.0702181398,44.7121668501,45.7058705171,43.2805394281,51.3434491016,44.7121363905,51.2536181286,47.7264095911,52.054858879,51.0833804382,51.4059812309,140.96599038,199.054788714,476.145456674,519.470047045,614.218639991,423.866643556,3.90800151941,3.67419043338,3.70130615155,3.86672684135,3.4742485854,4.08499481094,3.50444704973,4.15609784021,4.49093113844,3.65763045297,4.41248234719,3.17841473073
9499,30.0176957802,29.1400198644,26.026947199,26.5976916441,25.1870617147,29.8764182809,26.0268089885,29.8285877021,27.7767367262,30.2931732416,29.7319055622,29.920121855,82.9946024265,116.673539274,278.701657625,304.359167349,360.626185736,246.937027372,2.26623681957,2.12560852286,2.12625652213,2.16992751599,1.99633355022,2.3543993062,1.9778904978,2.35438598031,2.52877258065,2.05732462958,2.56357181603,1.82851390135
9609,36.5303098955,35.4512649767,31.6580856749,32.360406892,30.6432763948,36.3519528332,31.658471085,36.2894586747,33.7923652578,36.85675689,36.1693542067,36.3974016064,99.8693927042,141.1928462,336.638747587,367.430257242,434.22031591,300.090871473,2.76700976105,2.60140967361,2.62068314025,2.73783566829,2.45992676501,2.89231668169,2.48133600954,2.9426376034,3.17965156046,2.58975923015,3.12413211805,2.25048712015
9654,20.1778034718,19.5936390055,17.5035833023,17.8826989316,16.9344693981,20.086076315,17.5036616966,20.0571053906,18.6787079935,20.3688517161,19.9934857469,20.1200002946,55.4621299655,78.6222780905,188.037423409,204.554011609,241.915898171,166.547047343,1.46344362796,1.38158106322,1.40248589423,1.45955174978,1.29762291998,1.53354996286,1.33461189005,1.56752330032,1.7120799065,1.37187223463,1.70269319451,1.19888740693
9922,79.6042096822,77.2406941201,68.9718750008,70.5145226913,66.7714018785,79.2117908654,68.9690329733,79.0614807823,73.6158349878,80.2936918028,78.79463972,79.3017466413,222.028446642,315.409080537,740.957198452,795.89918847,941.576535835,659.001033143,5.91349006382,5.97936866232,5.49778314696,5.74607241023,5.19731309287,6.22078472992,5.16814315821,6.59169471548,7.26483052372,5.49654971984,6.73539034618,4.86995794975
9933,35.3758221175,34.3321797315,30.6592450603,31.3381920527,29.6753926312,35.2036775322,30.6600046618,35.1442665371,32.7262853351,35.6936585999,35.0283962596,35.2488701876,96.4116410427,136.120144534,325.858969229,355.616399134,420.34544941,290.254758779,2.67969698583,2.51925433755,2.53800603876,2.65148440412,2.38234030761,2.80103832291,2.40310388838,2.84974448506,3.07920801688,2.50807112847,3.02547825043,2.17952253834
9934,48.0856452068,46.6809353124,41.6960819905,42.6049548081,40.3467834675,47.8605000509,41.6997745448,47.7892635395,44.5035815233,48.5344946974,47.6358740328,47.9342397347,130.936283122,184.461911995,448.434577721,481.991786544,569.206492222,393.295891937,3.5938901601,3.38862445349,3.40102954498,3.5765890823,3.21081338542,3.79666683397,3.20830547339,3.87738193051,4.31514166258,3.38370884306,4.06659015144,2.85533624915
9982,33.2555236546,32.2344521018,28.6053092168,29.3591864384,27.8954322391,33.092393206,28.8174950389,33.0339754578,30.9004249641,33.2650576828,32.5605386961,33.3358751066,90.8624379442,128.306088847,306.908530579,334.833733404,395.899363192,273.207721359,2.51900072356,2.38215014148,2.38737503284,2.49253233773,2.23941321031,2.63312585268,2.25882991863,2.67901257649,2.89037731703,2.37002649652,2.86296798347,2.06172906991
