,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
1415,55.5981055896,-12.3483237802,47.6777359449,38.3215728771,66.4275629922,42.2809835783,63.936335383,95.2951364877,55.5049884898,69.8718049534,24.2746892706,47.7586606717,225.267739616,255.429653026,484.536660938,799.043699199,756.615599409,626.559493411,2.17949365195,7.80415318841,-0.0357463417141,10.5225832088,9.48694541369,5.67512250141,9.6683926623,7.8183599486,6.47109270405,8.80661310212,2.81876529357,10.7656168245
1463,59.296062339,144.895586454,97.6729905319,66.7882633348,43.4773764732,61.4143783876,78.8468524233,82.3395998911,66.3216957665,89.1289660682,127.862326772,69.3138930342,355.989068214,191.633206132,377.89820402,823.241832202,847.421454316,546.93155748,6.44506540658,-1.77193134699,10.390860106,2.46137435916,0.78120557266,0.385374608305,4.51494426985,3.49093420001,6.84201634648,5.16754134044,1.00718257014,2.09913300944
1500,55.548213981,120.293337444,99.7750959895,84.0410282339,44.0406219242,50.6436602151,124.90411633,65.1243240344,111.181427967,101.904482452,155.224739999,78.8491888517,282.489484935,176.058958857,416.856177715,532.694946444,737.625655639,312.269671409,7.95980590289,4.6093166405,11.5199240207,0.523292740419,3.10996788677,1.73386312963,3.95973672035,9.82706344056,4.12299959011,0.032002307925,9.91159180111,1.88061865966
1642,87.1683697193,84.2647942463,83.8672594546,99.9571103126,90.6266059012,76.2959050967,101.997979984,139.721788057,119.096180952,117.075317352,95.3708800089,110.407004933,390.108651495,388.779116266,766.234833676,1180.26055604,1250.95174837,911.834724936,7.81673790396,10.8591154457,7.52469053929,10.2607792252,11.2394762783,8.05943792196,12.5994973251,11.8360223758,7.21408804162,11.7116499901,7.02897954177,10.5931173697
1697,97.268740865,92.0718326209,95.4934052609,122.00156952,90.4219367348,88.8872884018,93.9621386298,133.245424392,139.167125311,112.646117022,76.0368251307,122.187948111,360.333477165,335.617487441,724.447987279,1071.34719595,1274.81292032,866.566606827,9.51142939977,15.9760649089,6.96752328843,8.13318822063,9.88966768159,12.0481803325,7.23574534872,11.2467321285,9.40397613038,8.15843872329,14.3461592995,7.85120993294
1700,59.965715385,32.8958673603,60.8165786668,86.0374248056,66.8614689,63.5471596266,99.9322886691,74.0188626571,107.23556133,94.8629517588,88.0004799462,105.227013435,260.942865699,338.399775762,653.447660705,685.863026888,818.966239521,590.064787747,5.94738256381,10.6713104748,5.75513330391,8.47905448431,9.34236289187,11.2294383305,8.78831921163,11.907604934,1.9914687261,4.82669188943,11.6792071569,8.4524932734
1790,66.9225474529,78.656737542,55.9569067941,108.43556304,70.8124085663,70.3320387266,91.4661437043,93.1165239817,125.436128757,98.8877918277,96.0094199099,126.14616813,283.943776637,370.890095425,709.141896211,775.757280906,945.520512364,690.426980708,7.80189966139,11.0944988814,8.49954685615,6.35868853619,9.53499653742,10.7265105245,9.73378583042,11.8455944095,0.856163298326,7.16451652553,10.7912156899,7.31727867534
1800,75.7985723396,69.5593054446,71.1879784845,87.761337823,72.8100359175,87.951346214,57.8171762993,95.4791040988,82.5387502422,89.4829204803,59.4537548219,110.244476162,342.588231533,352.789155699,651.282072125,1015.87806729,1060.86445903,878.382636152,5.53109166276,6.94625631171,3.7552145544,9.16746865952,6.35841027405,11.977248633,6.65564973856,4.74631323701,6.15073829183,8.21632586558,6.1319778733,7.4955814711
1953,71.7227916747,201.569685483,77.7754461131,112.432252601,61.9332576625,72.2489727984,77.9863655457,124.026685692,110.311368467,103.608477966,146.569003012,121.889695768,393.999994041,320.240639556,603.281244897,1051.09602596,1102.12611822,788.45657932,9.07435850598,1.29145769133,13.7233788907,1.71040853913,4.66198819515,1.71721855577,9.69735243449,6.61324403414,2.73283283167,10.5533019827,0.395430956001,3.21975928407
2129,48.2488916539,133.291121573,66.770449047,87.9454947278,32.6973996634,74.1857204792,48.5233661881,39.3321348719,73.7708129868,70.5277815005,104.562940623,106.865560793,272.278175373,212.980009212,402.899132503,541.131099472,657.177217153,491.066213385,6.59410694587,-0.00959569558814,9.17094587974,0.257267738726,-0.675015793828,7.84234096482,0.812245191275,1.49260251025,1.38635863344,1.5914121678,5.89414236252,-0.488639402404
2156,57.5370965052,71.1024024274,76.4681497831,37.9311770815,55.0440176708,53.8432713439,62.9469361364,94.539032725,38.7562542762,79.3502087219,76.1114515195,49.0014583597,323.794144993,221.29792656,416.49775629,946.429207055,841.55661401,664.877342571,3.06244401625,-1.1499985541,3.73042762223,7.79889015814,3.89437679479,1.03334394183,7.62198694257,2.73569819212,7.91485204345,8.46387822027,-3.36190556057,6.67977197365
2233,94.6277264896,116.748955023,124.405545207,121.210372314,69.0645570485,86.2481200163,88.1759294707,101.77326261,135.344981495,98.3211221256,75.4662137522,98.0719020869,302.048373741,145.821870074,444.503099869,710.811826667,1054.26734503,554.907090986,10.4709376304,16.4048328158,7.5223133625,2.52517930298,4.02553749463,10.8597198956,-2.25917716402,8.17098459808,13.896048249,0.877289035895,20.4723728451,1.69118744035
2242,63.7838650652,32.6692222911,62.6816130488,52.1069493949,60.3408318323,42.8144910863,48.9594051331,103.858069677,66.1549006239,62.1481889108,14.9924180567,39.374645351,221.778960466,155.59510331,363.706272996,763.690704883,841.813996678,575.868397838,4.68452625729,10.3469135339,1.07480408927,6.44003896773,7.05637743745,3.96452482038,4.96851955956,6.1448035158,10.3599072034,7.17837965873,5.79564344973,6.46342469318
2365,78.2699330897,120.502746078,78.1672621138,103.040304238,75.6523229192,30.1812294675,117.120526497,154.850535678,150.248447966,102.787394254,103.97156493,68.0709055231,285.453462622,212.55640512,533.726575309,879.716889806,1133.89304771,555.604918957,10.1880715172,14.3063576612,11.3029324916,1.88750987108,10.8622701521,-1.60917177232,10.6370457133,15.6160295947,7.157640358,9.10521925468,9.23535471453,5.90598939368
2378,47.4473327158,47.9336096632,68.932035661,54.3581816277,52.3933102146,60.6227901946,97.6339222607,58.121625625,65.6162685992,94.2076169021,113.861332956,85.9720546009,305.388631232,306.463642876,547.962892954,721.860238543,663.815774864,554.059372005,3.55141638626,0.614798660115,5.7380186679,8.36517063005,5.28853825375,6.62417182363,8.67165955751,6.91903479153,1.66402938701,4.61544298597,2.91912114581,7.48444324045
2470,57.5741950365,46.8109534732,81.8729316806,52.1892463761,49.4655642261,51.7129820167,72.9340064053,69.8523634327,65.1776095941,73.0756692153,61.4575703159,48.3831393492,248.164183652,153.990947189,350.896581931,627.565056876,718.63595502,450.423423234,4.68489212968,6.20815317901,3.26059878534,5.13454693897,3.64869452217,4.59738133408,2.38221335145,5.3008001961,8.73035521221,2.36521405371,7.35325302679,4.51475379126
2557,57.0227578719,64.6474958845,101.711810674,68.0801579212,40.6318050158,65.7626069112,88.9630735921,38.0574824817,77.5947106601,80.6775670843,92.9276311973,67.9579809196,264.281770241,152.525837776,357.851739737,473.286198243,668.084899966,349.577901967,5.75887367856,5.59004184981,5.22804368038,3.11187755665,0.880845238867,7.67461211065,-1.38058579459,4.83375044294,7.57664092839,-2.66090678952,12.3710952823,1.83223803365
2814,47.5652520791,81.6408949188,58.0523242985,83.8316423987,43.3262651771,38.9247941515,88.7559037516,64.7363049423,109.76477948,75.6986171248,95.2402933032,77.5007220975,183.611207751,171.257776013,399.269845876,400.719059235,634.871948574,305.635753196,7.69122569624,9.68551436675,9.24315302928,0.591001484479,5.88958591292,4.21201958175,4.75745190387,11.0353180775,2.08475227594,1.88725827865,11.6799865948,2.6708289177
2859,51.8462385361,38.6317893734,23.4880504066,94.3802115731,62.935027829,69.6789031851,57.1173793328,65.4002829568,96.246106213,75.1034141707,58.8310319595,129.43501309,228.816065866,375.786400132,697.439478783,677.806263404,755.426867826,704.364818457,5.26613852058,9.43680918882,5.13994822447,8.62955588213,9.49108888797,14.7152885539,9.97410358227,9.31737520847,-2.37272639226,8.02994458905,8.55827520096,8.303780129
2925,80.852217702,83.4961612658,61.8187257207,89.4081320193,71.9490048784,82.18172679,21.0049688435,114.882086897,77.5424501788,69.5812857079,14.1402498118,95.6478751255,323.325704272,284.356649359,559.634654503,1060.81942398,1109.13080629,915.238114792,6.22073461397,9.4610079397,2.38062710531,7.15259753202,6.04945892519,10.4487978387,4.76776675196,2.55959750396,9.14814787548,10.3977283321,5.28557645684,5.91226776867
2953,60.0024031891,101.651270452,52.0920211655,103.866555803,60.5722308672,65.7455097649,77.9873385017,86.0750949439,113.686064182,89.5990960441,100.334571307,120.509188668,278.934401944,329.362564562,628.849197183,748.267194233,886.69672529,649.699241505,7.84128606626,8.14794073769,9.79039141586,4.51434182238,7.72303650053,8.82063550326,8.95384117054,10.0115076691,0.321357451131,7.39238618777,8.31391406073,5.51439966058
2986,49.6800019683,129.775264858,81.8379293557,81.1186755855,40.1359563579,36.3997719718,111.723408156,75.8739522251,110.389760002,91.8141738146,144.57034264,69.7428638347,247.728150595,148.729751809,369.722990775,500.394092647,712.589792597,283.921141808,8.61207672751,4.89432946302,12.9669589795,-1.33016288026,3.91250508979,-1.40857374438,5.45833051087,10.7971682766,3.15672539249,1.8531833238,8.04925634765,1.31146699088
3009,54.3736306912,88.4039095839,90.0690627458,29.2584208621,42.045116425,35.3306222958,66.9456255527,91.5976845966,40.3231516044,69.9831370179,77.2158180352,13.9471516359,296.712487301,70.6625999271,205.155200451,799.22759837,781.738167787,450.680094513,4.37751352822,-0.128945791385,5.04185380975,3.09525959621,1.64262830417,-4.3411071437,3.77932384312,2.87679655345,11.1371827272,5.12255777791,-1.27327359238,3.19429976941
3036,45.2382912808,75.9642831382,47.9958960261,72.2259682721,40.4279754801,55.1940701976,50.3244431886,52.5934380003,72.7299364164,62.9570545271,69.0282907683,84.6667379168,216.451708171,216.187394225,415.881020505,534.636457104,634.420538064,474.994399129,5.37697257866,4.50051363324,5.98338545398,2.88910643181,3.47837988994,7.13346374164,3.80704016912,4.69642327357,1.74666493799,3.58505080225,6.24558553818,2.83766684404
3367,70.7933652905,53.9679008868,59.2950192513,62.0845511417,77.4476702857,51.7612824005,68.2372400635,134.245335048,75.8337359754,86.4063964211,51.9599058589,67.2054540971,301.250467048,292.225003765,563.943288209,1062.40749621,1019.41074906,785.820324486,4.90850208292,7.64022414161,3.93529665223,10.0864882022,10.2593592669,3.51092889936,12.508841931,8.72454506265,7.56483063152,13.2073116097,0.394319320326,10.3880159253
3456,47.5702901704,110.386357782,26.8158932723,77.0756452213,46.5023569334,57.2620990266,20.3221171741,83.3126087896,63.9966780131,58.3774066334,58.8516450114,97.9338240818,261.207824235,285.789027207,497.425579307,814.460166183,797.162202317,716.144108704,5.61919378313,1.94382306976,7.2638367947,4.0660952829,4.98987688005,6.00256861322,8.50385509734,3.28359848283,0.611543388413,10.9654420123,-1.03784612844,4.24844348457
3482,66.7474542071,46.4242302438,96.717452951,43.6711726314,59.0910094911,77.2823807784,64.7284603899,75.2025116074,37.1773741532,84.2041311368,64.8200930919,61.298406114,352.693379494,242.547573043,453.581644171,936.505203761,866.253260646,709.790850431,2.83959350534,0.768294754459,1.26392919463,10.2486163352,2.55114017915,7.62217961081,3.79853188945,1.2097564181,10.5422995392,5.08239850335,2.2195129557,6.98680984871
3577,54.1595616974,100.922712824,41.8256117599,53.4851389007,43.3315749154,69.9495038292,-24.4266327267,82.6816722748,14.6134242824,39.3614992581,7.96052835968,72.1024560999,290.456813973,215.551393747,350.941790603,943.873488848,814.62655403,825.634662677,3.22158094564,-1.51984441014,2.0019138582,6.13757828619,1.03923428915,6.92169106613,3.83555769566,-4.75124345224,7.32954776691,11.4518314822,-5.06660186085,3.34495627727
3649,62.7448363694,134.923799248,87.1937587684,82.1445467054,41.2983365265,64.8282771854,49.9474437482,77.097699508,79.0424815673,70.5523966179,79.4758712136,76.4119700437,294.676178691,148.374816904,342.900037071,704.817161656,848.411341628,527.449934321,7.49726302007,4.15780381946,7.80307893553,0.496426747435,0.681683744715,4.29506486044,0.329413536203,2.54789768525,8.02040066037,3.19687346803,6.71073064166,0.250283874398
3723,85.6837202983,207.875563622,99.6313626387,125.011584769,61.0911708863,88.1811447307,57.4531370839,119.378116273,114.439800537,94.8508315017,112.286683409,120.446621607,383.423124744,237.300061727,510.189726499,1018.36936098,1174.05625597,782.799585275,11.1163560698,5.75438735555,13.1357187697,0.356090671961,2.35826351978,5.80111174088,3.47491650302,4.23455930471,8.76887014581,8.70357831057,6.96658021118,0.31560349695
3778,85.2241019342,153.447320618,97.1097616926,112.043419186,66.617731056,85.684280024,66.8139160795,113.567530278,110.793531194,96.6995043915,93.8075980474,109.776063033,386.79006035,259.910335486,563.156989058,1028.53222151,1196.55609631,804.399806493,9.72040958907,8.1728943694,10.040886609,2.87572347335,3.76136859042,7.42948694493,3.22725728721,5.27591352195,9.37611599209,7.21854548353,9.00864146356,2.58973196946
3829,52.4228755413,47.8425656616,37.3218700128,50.4200277211,66.2923751689,38.5838493447,72.0137866619,113.710651837,66.8035911982,81.3401650899,70.8414851139,65.9031060839,274.274324767,326.234410277,584.570013651,973.158882537,869.935885886,726.663235974,3.80312869205,3.86291258452,5.0518928017,9.13748557089,10.2332353052,1.55943929129,14.7482984524,9.18395555002,2.47885730466,12.8825942659,-2.87971195452,10.301705458
3893,48.7371382882,57.4321411411,77.9372836902,34.391405843,48.2779739477,41.6099438385,89.7903023695,76.9598881926,50.2415702206,83.4288917412,99.0593128224,40.9643539662,290.839559888,194.469923167,380.563345872,742.172051517,698.471017722,472.885708628,3.47016452715,-0.165605000318,5.40933978186,6.74422928469,4.39487783552,-0.365036010817,7.83213825302,6.27658417212,6.57974211972,5.31016735753,-0.189412131875,6.50080929339
3967,68.6831779951,162.265311895,44.0953616926,122.157456716,78.1509470383,62.1351280615,95.0833070305,141.214929256,137.499407114,112.192033914,144.390825367,143.930195944,342.769710983,422.363467138,767.848032017,1045.56905514,1110.48270852,851.325682423,9.62247518737,6.46194455474,15.4109166743,5.57752480022,11.8387383311,3.93213987203,18.3144216147,13.7972641167,-2.50660250558,16.4142648597,1.14017197439,8.46730392352
4031,57.7089858127,85.580658409,95.2452118474,31.0756312023,43.43511877,51.1763163902,54.6395491365,83.0519539537,27.2221905832,69.6188630002,69.6060870639,25.6935125419,313.072891865,124.684951924,270.704100614,830.893998826,779.858535647,542.111348474,3.54042562918,-1.74762578317,3.68471537219,5.15066993105,0.487277563301,-0.886395042957,2.66514498424,0.0903081628012,11.7926016514,5.35724274501,-1.9026821307,3.53176311219
4213,39.4893717348,-29.0886801255,37.8293632537,32.348808618,55.1206372666,31.609555195,81.71081567,64.7598363689,58.0062886471,68.5178415939,47.4033772178,48.5592334012,172.362568811,242.812023127,453.291233913,540.6234689,536.866375096,435.635401125,1.98769768953,7.24500933253,0.866254997179,10.1783824479,9.49365920123,5.92622071353,10.0678798989,10.1323829269,2.60003066644,5.67372704051,4.72177238335,10.1253781831
4297,38.1566932554,9.8980593176,27.3977914789,53.7233876992,44.9411262372,48.4410314117,46.5327298789,44.7623310176,58.1872247306,55.2602719963,37.8648249238,75.8823916203,170.593148876,261.498868492,465.521445624,495.96440254,531.546484918,489.500762816,2.96826226158,6.01505025951,1.90772028522,6.889304534,6.17896358394,9.55326060834,6.11472159827,5.86620344369,0.519426578897,4.47619869395,5.79393327203,6.36461647549
4298,46.3074979879,83.5363180574,75.7772369494,27.0591329681,27.6394638464,47.074670109,20.5485085948,56.9119559813,14.3402271732,43.8755390955,39.5824213435,20.9042645283,263.204347362,49.665750004,128.760254676,666.031145851,635.461850084,456.36532735,3.14557803493,-2.12055626636,2.24666058113,1.9174271893,-2.15594132344,0.118233475823,-1.38751997518,-3.07922575724,10.3417573666,2.8748645147,-1.05141812242,0.350168302393
4342,60.0806414967,71.2245010909,67.976092951,90.1363799544,53.0399549869,57.4091008766,78.5343830893,70.5383912156,107.513172431,78.3966999576,74.0058539379,87.8287088151,221.660726713,206.258057742,460.140436533,534.831459263,763.107534421,450.551748025,7.31817902061,11.0902707042,6.62743448963,2.75359994968,5.59694045815,8.07945822212,3.09324823024,9.01763110815,4.59953448522,2.12376283997,13.1368697595,3.4420700253
4505,54.041566405,146.801079864,69.1483542882,94.8258038721,50.5855088579,63.8222594152,96.3203620442,80.1623431162,102.269994664,101.702180808,155.223055205,115.138354017,323.873529101,311.917701726,619.480184864,771.505996941,850.361214379,578.430261918,7.71630415063,0.37848849405,13.2280714865,2.37112861209,4.43977335998,3.47716036926,9.3130753684,8.23485236915,-0.690273216686,6.38443789981,2.92632346872,3.62642527213
4767,54.3790893072,37.3482170323,63.3056467564,62.5945433825,52.8663142072,51.3466579098,75.1630221431,69.5605495734,79.6398397916,74.2547134787,60.6340619337,66.4423905939,219.706254757,206.393226915,431.94015456,582.62505122,692.334160398,465.708183803,5.02529010863,8.26418727,3.8745031333,5.66944802837,5.9332493589,6.69291304452,4.78326435693,7.67721714053,5.4014329141,3.38974817738,8.69873639842,5.62912488766
4874,56.7631648307,-1.55714793655,46.8417538228,52.0216046494,65.0869785724,48.7195827496,61.3058538777,88.2704396455,66.9655939156,69.8470026712,26.3932213408,62.144484431,218.355494835,262.855242785,496.284950143,741.59631126,761.385619177,613.36783679,3.19616377546,9.48014691709,0.434963093917,9.94253161377,9.04475478732,7.88706440437,8.34115287001,7.88161826538,5.62112039065,7.67674707199,5.67206734401,9.40679270177
4946,57.2700180648,63.2744649985,100.104628247,38.3796575914,44.1145155135,74.1796394969,62.7785086964,50.7058793183,27.2970265607,78.3948028176,81.6453195186,55.5915468783,338.285014507,198.631846857,366.790767099,793.659932214,730.251698974,579.396355371,2.51406387406,-2.8349363355,2.35096266111,7.45690536353,-0.739305161256,6.13303813233,0.994558216465,-0.928526817879,9.35039211517,1.91217566263,1.67166930857,4.05668653967
4957,71.5131702337,117.735396553,77.962123537,86.641070668,64.9759087998,96.9166916651,52.2263114044,89.7707989121,65.4932684601,94.4289706401,94.8625913592,121.952587429,405.906899176,372.663294587,651.330812132,1107.6730444,1039.80993114,926.874954583,5.13817896084,-0.698012902826,6.49570802162,8.55248981614,3.27532409703,10.3996124719,7.27341229359,1.34107208796,4.59956888662,9.54324183298,0.255098913289,6.0151311188
4998,57.9898406229,85.4681328104,93.9809906629,72.0496495307,55.5509395031,64.0882769735,121.446612914,69.2217491651,90.8657373518,108.870398384,145.781750027,89.1461588027,323.044807389,273.043235332,533.906982516,702.551662495,761.538444677,494.372972312,6.00982185687,2.32043980732,9.44893502224,6.25594662017,4.95862465033,5.128561156,7.59197598434,9.00704638077,3.76001136901,3.04544623899,6.68115820556,6.05753259225
5026,95.3647921927,85.8939210064,94.3787285937,115.063918533,94.5429714399,71.4238826079,120.417153773,149.333426127,150.500321094,121.850483742,94.4415079259,106.866959789,348.775470559,320.271625419,700.05652434,1015.26706927,1285.01465842,796.464079063,9.86471248455,17.8209321274,8.69650879966,8.31112074854,12.9001842854,7.72185890913,11.129345214,15.7738668996,9.06823203069,9.49290394209,13.7803295628,9.68784672182
5218,54.6752668617,111.991727354,68.2980522391,49.2449113176,53.1854386922,71.0691239902,51.4342652331,87.5464098597,30.4785612842,84.1998636373,104.733542817,82.8160041411,380.480696549,320.2543566,524.171041459,1082.4710125,881.312502562,812.491621988,3.09523692858,-6.39195139609,6.07258365548,7.61299114469,2.45627943973,2.85873948556,9.23643755857,0.344035064436,3.6582180225,10.1463439701,-7.2799250144,6.09352316458
5357,107.809016644,88.1821482711,108.850665819,132.321417915,114.093325025,100.273615158,151.679970824,157.330616798,163.948555811,154.292369188,136.728364317,151.818203733,422.209924352,460.303950024,926.191304357,1245.12492147,1384.12781624,975.479234792,9.35175085917,14.8917047933,9.73856878825,12.9506856213,14.2020547031,12.4084221392,14.9202117747,16.7986411598,6.58533245877,11.3254679457,12.8018431009,13.2721230669
5371,61.7116785447,57.6628135426,105.28487975,39.6603705401,51.1847396393,63.5737822185,76.3946060839,78.2256765046,41.7949165618,85.6751106359,79.1109814414,46.1956937919,361.35518936,200.479277845,417.183943763,930.423208939,896.320282036,637.210371483,3.99009084446,1.44595733309,3.21463661003,8.66127686211,2.63377948992,4.3869024579,3.78785131205,3.01145313357,12.0520019965,4.48328805984,3.15569430295,6.3185019162
5439,43.9464760948,118.144808723,34.9766754932,102.527531492,34.4455209945,65.6298921479,33.0574871529,42.138923798,92.5024865406,57.7673831725,75.5759503185,119.654778642,203.274570821,239.650302349,455.601208811,457.327461991,642.134002424,493.855646579,7.38590310779,5.36545583142,8.95977768892,-0.503919266454,2.34965610639,10.1295160201,2.25906192434,4.17327235808,-1.7106706816,3.08677613965,8.79990497818,-0.023180738415
